"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00067673","3.0","ERS955495","MGYS00000573","metagenomic",,"ERR1527860",
"MGYA00067700","3.0","ERS955497","MGYS00000573","metagenomic",,"ERR1527902",
"MGYA00067729","3.0","ERS955501","MGYS00000573","metagenomic",,"ERR1527878",
"MGYA00067645","3.0","ERS955494","MGYS00000573","metagenomic",,"ERR1527857",
"MGYA00067739","3.0","ERS955501","MGYS00000573","metagenomic",,"ERR1527914",
"MGYA00067685","3.0","ERS955493","MGYS00000573","metagenomic",,"ERR1527891",
"MGYA00067660","3.0","ERS955494","MGYS00000573","metagenomic",,"ERR1527895",
"MGYA00067655","3.0","ERS955495","MGYS00000573","metagenomic",,"ERR1527858",
"MGYA00067682","3.0","ERS955498","MGYS00000573","metagenomic",,"ERR1527907",
"MGYA00067666","3.0","ERS955492","MGYS00000573","metagenomic",,"ERR1527851",
"MGYA00067654","3.0","ERS955495","MGYS00000573","metagenomic",,"ERR1527897",
"MGYA00071163","3.0","ERS1289676","MGYS00001207","metagenomic",,"ERR1612259",
"MGYA00067734","3.0","ERS955504","MGYS00000573","metagenomic",,"ERR1527884",
"MGYA00067669","3.0","ERS955502","MGYS00000573","metagenomic",,"ERR1527879",
"MGYA00067638","3.0","ERS955496","MGYS00000573","metagenomic",,"ERR1527863",
"MGYA00067722","3.0","ERS955499","MGYS00000573","metagenomic",,"ERR1527908",
"MGYA00067644","3.0","ERS955495","MGYS00000573","metagenomic",,"ERR1527859",
"MGYA00067641","3.0","ERS955492","MGYS00000573","metagenomic",,"ERR1527849",
"MGYA00067658","3.0","ERS955494","MGYS00000573","metagenomic",,"ERR1527894",
"MGYA00071164","3.0","ERS1289676","MGYS00001207","metagenomic",,"ERR1612256",
"MGYA00067693","3.0","ERS955497","MGYS00000573","metagenomic",,"ERR1527904",
"MGYA00067678","3.0","ERS955504","MGYS00000573","metagenomic",,"ERR1527921",
"MGYA00067659","3.0","ERS955492","MGYS00000573","metagenomic",,"ERR1527890",
"MGYA00067710","3.0","ERS955495","MGYS00000573","metagenomic",,"ERR1527898",
"MGYA00067718","3.0","ERS955493","MGYS00000573","metagenomic",,"ERR1527893",
"MGYA00067642","3.0","ERS955499","MGYS00000573","metagenomic",,"ERR1527870",
"MGYA00067627","3.0","ERS955500","MGYS00000573","metagenomic",,"ERR1527875",
"MGYA00067695","3.0","ERS955500","MGYS00000573","metagenomic",,"ERR1527874",
"MGYA00067676","3.0","ERS955492","MGYS00000573","metagenomic",,"ERR1527889",
"MGYA00067694","3.0","ERS955500","MGYS00000573","metagenomic",,"ERR1527911",
"MGYA00067649","3.0","ERS955502","MGYS00000573","metagenomic",,"ERR1527919",
"MGYA00067720","3.0","ERS955500","MGYS00000573","metagenomic",,"ERR1527873",
"MGYA00067663","3.0","ERS955493","MGYS00000573","metagenomic",,"ERR1527892",
