"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00127075","3.0","SRS1044734","MGYS00001773","metagenomic",,"SRR2182552",
"MGYA00124011","3.0","SRS1973015","MGYS00001747","metagenomic",,"SRR5249720",
"MGYA00127069","3.0","SRS1044733","MGYS00001773","metagenomic",,"SRR2182530",
"MGYA00131835","3.0","SRS1659774","MGYS00001842","metagenomic",,"SRR4101303",
"MGYA00105558","3.0","ERS654090","MGYS00001637","metagenomic",,"ERR752919",
"MGYA00127086","3.0","SRS1044737","MGYS00001773","metagenomic",,"SRR2182545",
"MGYA00124007","3.0","SRS1973014","MGYS00001747","metagenomic",,"SRR5249719",
"MGYA00124014","3.0","SRS1973032","MGYS00001747","metagenomic",,"SRR5249737",
"MGYA00131851","3.0","SRS1659779","MGYS00001842","metagenomic",,"SRR4101316",
"MGYA00124015","3.0","SRS1973006","MGYS00001747","metagenomic",,"SRR5249711",
"MGYA00131825","3.0","SRS1659773","MGYS00001842","metagenomic",,"SRR4101302",
"MGYA00127078","3.0","SRS1044736","MGYS00001773","metagenomic",,"SRR2182547",
"MGYA00124006","3.0","SRS1973010","MGYS00001747","metagenomic",,"SRR5249715",
"MGYA00131827","3.0","SRS1659780","MGYS00001842","metagenomic",,"SRR4101321",
"MGYA00131826","3.0","SRS1659773","MGYS00001842","metagenomic",,"SRR4101300",
"MGYA00127073","3.0","SRS1044740","MGYS00001773","metagenomic",,"SRR2182556",
"MGYA00131840","3.0","SRS1659772","MGYS00001842","metagenomic",,"SRR4101297",
"MGYA00127092","3.0","SRS1044737","MGYS00001773","metagenomic",,"SRR2182544",
"MGYA00131828","3.0","SRS1659777","MGYS00001842","metagenomic",,"SRR4101319",
"MGYA00124004","3.0","SRS1973040","MGYS00001747","metagenomic",,"SRR5249745",
"MGYA00131859","3.0","SRS1659771","MGYS00001842","metagenomic",,"SRR4101295",
"MGYA00131856","3.0","SRS1659771","MGYS00001842","metagenomic",,"SRR4101294",
"MGYA00123977","3.0","SRS1973002","MGYS00001747","metagenomic",,"SRR5249707",
"MGYA00127094","3.0","SRS1044738","MGYS00001773","metagenomic",,"SRR2182539",
"MGYA00124008","3.0","SRS1973024","MGYS00001747","metagenomic",,"SRR5249729",
"MGYA00131834","3.0","SRS1659778","MGYS00001842","metagenomic",,"SRR4101314",
"MGYA00131844","3.0","SRS1659769","MGYS00001842","metagenomic",,"SRR4101301",
"MGYA00131829","3.0","SRS1659771","MGYS00001842","metagenomic",,"SRR4101293",
"MGYA00123991","3.0","SRS1973023","MGYS00001747","metagenomic",,"SRR5249728",
"MGYA00097678","3.0","ERS1545970","MGYS00001449","metagenomic",,"ERR1823565",
"MGYA00131838","3.0","SRS1659770","MGYS00001842","metagenomic",,"SRR4101324",
"MGYA00131841","3.0","SRS1659776","MGYS00001842","metagenomic",,"SRR4101310",
"MGYA00124022","3.0","SRS1973018","MGYS00001747","metagenomic",,"SRR5249723",
"MGYA00102749","3.0","ERS1566226","MGYS00001449","metagenomic",,"ERR1854466",
"MGYA00123993","3.0","SRS1973041","MGYS00001747","metagenomic",,"SRR5249746",
"MGYA00105557","3.0","ERS654083","MGYS00001637","metagenomic",,"ERR752912",
"MGYA00127093","3.0","SRS1044732","MGYS00001773","metagenomic",,"SRR2182558",
"MGYA00127072","3.0","SRS1044734","MGYS00001773","metagenomic",,"SRR2182553",
"MGYA00123984","3.0","SRS1973019","MGYS00001747","metagenomic",,"SRR5249724",
"MGYA00124027","3.0","SRS1973001","MGYS00001747","metagenomic",,"SRR5249706",
"MGYA00123985","3.0","SRS1973020","MGYS00001747","metagenomic",,"SRR5249725",
"MGYA00129245","3.0","SRS1929189","MGYS00001804","metagenomic",,"SRR5188317",
"MGYA00127084","3.0","SRS1044739","MGYS00001773","metagenomic",,"SRR2182538",
"MGYA00124021","3.0","SRS1973007","MGYS00001747","metagenomic",,"SRR5249712",
"MGYA00131833","3.0","SRS1659775","MGYS00001842","metagenomic",,"SRR4101308",
"MGYA00105562","3.0","ERS654081","MGYS00001637","metagenomic",,"ERR752910",
"MGYA00127071","3.0","SRS1044736","MGYS00001773","metagenomic",,"SRR2182546",
"MGYA00102748","3.0","ERS1566224","MGYS00001449","metagenomic",,"ERR1854464",
"MGYA00123976","3.0","SRS1972999","MGYS00001747","metagenomic",,"SRR5249704",
"MGYA00123983","3.0","SRS1973030","MGYS00001747","metagenomic",,"SRR5249735",
"MGYA00127079","3.0","SRS1044738","MGYS00001773","metagenomic",,"SRR2182541",
"MGYA00124024","3.0","SRS1973008","MGYS00001747","metagenomic",,"SRR5249713",
"MGYA00123979","3.0","SRS1973025","MGYS00001747","metagenomic",,"SRR5249730",
"MGYA00102743","3.0","ERS1566215","MGYS00001449","metagenomic",,"ERR1854455",
"MGYA00123980","3.0","SRS1972993","MGYS00001747","metagenomic",,"SRR5249698",
"MGYA00097677","3.0","ERS1545971","MGYS00001449","metagenomic",,"ERR1823566",
"MGYA00131847","3.0","SRS1659779","MGYS00001842","metagenomic",,"SRR4101318",
"MGYA00128621","3.0","SRS1929208","MGYS00001797","metagenomic",,"SRR5188336",
"MGYA00131849","3.0","SRS1659772","MGYS00001842","metagenomic",,"SRR4101296",
"MGYA00105555","3.0","ERS654082","MGYS00001637","metagenomic",,"ERR752911",
"MGYA00124003","3.0","SRS1972998","MGYS00001747","metagenomic",,"SRR5249703",
"MGYA00123987","3.0","SRS1973031","MGYS00001747","metagenomic",,"SRR5249736",
"MGYA00127076","3.0","SRS1044736","MGYS00001773","metagenomic",,"SRR2182548",
"MGYA00124013","3.0","SRS1973043","MGYS00001747","metagenomic",,"SRR5249748",
"MGYA00102738","3.0","ERS1566221","MGYS00001449","metagenomic",,"ERR1854461",
"MGYA00127087","3.0","SRS1044733","MGYS00001773","metagenomic",,"SRR2182542",
"MGYA00131853","3.0","SRS1659775","MGYS00001842","metagenomic",,"SRR4101307",
"MGYA00131839","3.0","SRS1659770","MGYS00001842","metagenomic",,"SRR4101292",
"MGYA00123997","3.0","SRS1973034","MGYS00001747","metagenomic",,"SRR5249739",
"MGYA00105560","3.0","ERS654088","MGYS00001637","metagenomic",,"ERR752917",
"MGYA00123989","3.0","SRS1973000","MGYS00001747","metagenomic",,"SRR5249705",
"MGYA00129028","3.0","ERS1770651","MGYS00001801","metagenomic",,"ERR1994975",
"MGYA00131717","3.0","SRS655452","MGYS00001838","metagenomic",,"SRR1514791",
"MGYA00105561","3.0","ERS654084","MGYS00001637","metagenomic",,"ERR752913",
"MGYA00123994","3.0","SRS1973003","MGYS00001747","metagenomic",,"SRR5249708",
"MGYA00131848","3.0","SRS1659780","MGYS00001842","metagenomic",,"SRR4101323",
"MGYA00124016","3.0","SRS1973036","MGYS00001747","metagenomic",,"SRR5249741",
"MGYA00123999","3.0","SRS1972995","MGYS00001747","metagenomic",,"SRR5249700",
"MGYA00127088","3.0","SRS1044737","MGYS00001773","metagenomic",,"SRR2182543",
"MGYA00129029","3.0","ERS1769148","MGYS00001801","metagenomic",,"ERR1994278",
"MGYA00123990","3.0","SRS1973042","MGYS00001747","metagenomic",,"SRR5249747",
"MGYA00131855","3.0","SRS1659777","MGYS00001842","metagenomic",,"SRR4101320",
"MGYA00102739","3.0","ERS1566219","MGYS00001449","metagenomic",,"ERR1854459",
"MGYA00124012","3.0","SRS1973012","MGYS00001747","metagenomic",,"SRR5249717",
